Date,Open,High,Low,Close,Adj Close,Volume
2010-07-19,101.410004,101.900002,100.760002,101.620003,79.162804,7289500
2010-07-20,100.099998,102.400002,100.040001,102.330002,79.715919,9200800
2010-07-21,102.669998,102.699997,100.720001,101.230003,78.859001,10812500
2010-07-22,102.250000,103.709999,102.220001,103.250000,80.432587,10386600
2010-07-23,103.110001,104.500000,102.919998,104.269997,81.227196,13384300
2010-07-26,104.410004,105.330002,104.209999,105.260002,81.998405,9047000
2010-07-27,105.750000,105.839996,105.000000,105.440002,82.138626,10259500
2010-07-28,105.239998,105.550003,104.690002,105.089996,81.865982,7157900
2010-07-29,105.660004,105.930000,103.919998,104.669998,81.538788,11562800
2010-07-30,103.800003,105.129997,103.540001,104.699997,81.562164,11706000
2010-08-02,106.080002,106.989998,105.879997,106.730003,83.143547,6852300
2010-08-03,106.480003,106.830002,106.059998,106.389999,82.878670,5440100
2010-08-04,106.650002,107.150002,106.379997,106.959999,83.322731,7289900
2010-08-05,106.430000,106.879997,106.230003,106.879997,83.260391,3631700
2010-08-06,105.919998,106.730003,105.309998,106.690002,83.112396,7524700
2010-08-09,107.000000,107.370003,106.639999,107.120003,83.447372,3723500
2010-08-10,106.360001,107.180000,105.669998,106.660004,83.089027,8434400
2010-08-11,105.190002,105.209999,103.910004,104.129997,81.118118,9496200
2010-08-12,102.849998,103.870003,102.779999,103.449997,80.588364,14562800
2010-08-13,103.209999,103.800003,103.099998,103.349998,80.510529,6481600
2010-08-16,102.809998,103.589996,102.379997,103.279999,80.455948,5818900
2010-08-17,103.989998,105.120003,103.669998,104.330002,81.273926,5461600
2010-08-18,104.260002,105.110001,103.680000,104.570000,81.460907,6344900
2010-08-19,104.080002,104.309998,102.550003,103.059998,80.284538,8882600
2010-08-20,102.430000,102.480003,101.470001,102.139999,79.865494,8548600
2010-08-23,102.540001,103.050003,101.699997,101.760002,79.568344,5552400
2010-08-24,100.730003,101.150002,99.910004,100.400002,78.504898,9543400
2010-08-25,99.910004,100.980003,99.370003,100.610001,78.669159,9732500
2010-08-26,100.959999,101.059998,99.669998,99.930000,78.137375,8258800
2010-08-27,100.529999,101.629997,99.400002,101.580002,79.427597,10431400
2010-08-30,101.230003,101.540001,100.160004,100.169998,78.325066,4731200
2010-08-31,99.889999,100.849998,99.519997,100.199997,78.348557,10523400
2010-09-01,101.360001,102.900002,101.330002,102.800003,80.381561,8511100
2010-09-02,102.910004,103.290001,102.620003,103.279999,80.756844,3782600
2010-09-03,104.220001,104.629997,103.290001,104.580002,81.773361,6280300
2010-09-07,104.160004,104.290001,103.410004,103.559998,80.975800,4206700
2010-09-08,103.709999,104.400002,103.680000,103.980003,81.304222,5742100
2010-09-09,104.980003,105.000000,103.970001,104.250000,81.515327,4396500
2010-09-10,104.419998,104.820000,104.150002,104.779999,81.929779,3521600
2010-09-13,105.650002,105.860001,105.059998,105.669998,82.625656,4944900
2010-09-14,105.480003,106.070000,105.169998,105.440002,82.445816,5077800
2010-09-15,105.199997,106.059998,104.980003,105.940002,82.836739,4374300
2010-09-16,105.669998,106.239998,105.400002,106.190002,83.032257,5449000
2010-09-17,106.349998,106.489998,105.650002,106.070000,83.087906,7777800
2010-09-20,106.400002,107.720001,106.199997,107.519997,84.223686,5257500
2010-09-21,107.540001,108.309998,107.169998,107.620003,84.302071,8381800
2010-09-22,107.559998,108.040001,107.080002,107.400002,84.129700,5593500
2010-09-23,106.639999,107.620003,106.410004,106.669998,83.557854,7547400
2010-09-24,107.769997,108.660004,107.669998,108.570000,85.046227,5334900
2010-09-27,108.570000,108.730003,108.080002,108.190002,84.748512,3989800
2010-09-28,108.360001,108.870003,107.300003,108.559998,85.038361,7872700
2010-09-29,108.349998,108.709999,108.000000,108.309998,84.842529,6281000
2010-09-30,108.910004,109.519997,107.470001,107.910004,84.529221,11670500
2010-10-01,108.550003,108.730003,107.839996,108.320000,84.850372,5987600
2010-10-04,108.160004,108.550003,107.070000,107.570000,84.262878,5561600
2010-10-05,108.410004,109.680000,108.269997,109.400002,85.696419,6493200
2010-10-06,109.440002,109.830002,109.269997,109.769997,85.986214,7215600
2010-10-07,110.089996,110.110001,109.010002,109.599998,85.853027,5282200
2010-10-08,109.660004,110.410004,109.379997,110.160004,86.291718,4812900
2010-10-11,110.290001,110.400002,109.879997,110.260002,86.370041,3527300
2010-10-12,109.930000,110.629997,109.209999,110.260002,86.370041,5373500
2010-10-13,110.820000,111.639999,110.660004,111.059998,86.996712,6921600
2010-10-14,111.050003,111.230003,110.309998,111.070000,87.004562,8971700
2010-10-15,111.430000,111.470001,110.110001,110.680000,86.771675,9377400
2010-10-18,110.680000,111.589996,110.550003,111.010002,87.030418,4434900
2010-10-19,110.290001,110.680000,109.169998,109.839996,86.113106,9253700
2010-10-20,110.089996,111.580002,109.820000,111.089996,87.093140,7394700
2010-10-21,111.580002,112.209999,110.699997,111.540001,87.445923,6992000
2010-10-22,111.589996,111.680000,111.150002,111.360001,87.304787,3549800
2010-10-25,111.900002,112.550003,111.660004,111.709999,87.579193,6126500
2010-10-26,111.199997,111.910004,110.930000,111.760002,87.618385,5371300
2010-10-27,111.120003,111.459999,110.260002,111.309998,87.265610,7608300
2010-10-28,111.769997,111.860001,110.580002,111.099998,87.100960,5657500
2010-10-29,111.019997,111.379997,110.809998,111.309998,87.265610,5972000
2010-11-01,111.680000,112.510002,110.669998,111.320000,87.273483,9428500
2010-11-02,112.010002,112.279999,111.849998,111.879997,87.712502,4073600
2010-11-03,112.070000,112.370003,111.059998,112.300003,88.041763,10108800
2010-11-04,113.309998,114.519997,113.239998,114.430000,89.711662,9353700
2010-11-05,114.449997,114.629997,114.050003,114.540001,89.797913,6347900
2010-11-08,114.139999,114.349998,113.779999,114.220001,89.546997,4081700
2010-11-09,114.379997,114.410004,113.230003,113.690002,89.131470,5838500
2010-11-10,113.620003,113.889999,112.760002,113.730003,89.162872,9956900
2010-11-11,112.900002,113.260002,112.529999,113.080002,88.653267,5517900
2010-11-12,112.459999,112.989998,111.650002,112.160004,87.931992,8695800
2010-11-15,112.320000,113.029999,112.180000,112.250000,88.002556,6607300
2010-11-16,111.589996,111.739998,110.070000,110.500000,86.630569,9492400
2010-11-17,110.639999,110.790001,110.260002,110.440002,86.583549,5558800
2010-11-18,111.360001,112.370003,111.349998,112.150002,87.924164,7154500
2010-11-19,111.660004,112.059998,111.180000,112.010002,88.097977,4474300
2010-11-22,111.550003,111.860001,110.540001,111.820000,87.948532,6814800
2010-11-23,110.779999,110.809998,109.900002,110.389999,86.823807,6615500
2010-11-24,111.000000,111.959999,111.000000,111.849998,87.972115,4288200
2010-11-26,110.940002,111.349998,110.639999,110.639999,87.020439,2330100
2010-11-29,110.260002,110.860001,109.400002,110.650002,87.028290,6040400
2010-11-30,109.669998,110.760002,109.559998,110.169998,86.650734,8055600
2010-12-01,111.680000,112.900002,111.589996,112.669998,88.617096,7312300
2010-12-02,112.769997,113.870003,112.750000,113.739998,89.458633,6146200
2010-12-03,113.339996,114.019997,113.309998,113.940002,89.615952,4550500
2010-12-06,113.779999,114.050003,113.629997,113.739998,89.458633,6181100
2010-12-07,114.620003,114.709999,113.669998,113.730003,89.450798,7617300
2010-12-08,113.699997,114.080002,113.449997,113.889999,89.576630,6518700
2010-12-09,114.349998,114.389999,113.510002,113.919998,89.600250,5237500
2010-12-10,114.099998,114.339996,113.769997,114.290001,89.891251,8294000
2010-12-13,114.669998,115.029999,114.430000,114.489998,90.048569,4756900
2010-12-14,114.629997,115.379997,114.589996,115.010002,90.457497,5212500
2010-12-15,114.910004,115.440002,114.680000,114.889999,90.363167,5851100
2010-12-16,114.989998,115.389999,114.419998,115.239998,90.638451,8109500
2010-12-17,114.930000,114.989998,114.480003,114.949997,90.617149,4621200
2010-12-20,115.139999,115.150002,114.379997,114.750000,90.459450,6742100
2010-12-21,115.110001,115.459999,114.989998,115.309998,90.900963,4783100
2010-12-22,115.349998,115.660004,115.250000,115.580002,91.113770,3487300
2010-12-23,115.510002,115.790001,115.400002,115.730003,91.232010,3578800
2010-12-27,115.360001,115.639999,115.150002,115.540001,91.082253,4138600
2010-12-28,115.769997,115.879997,115.339996,115.790001,91.279335,4738400
2010-12-29,115.709999,115.980003,115.620003,115.650002,91.364700,6621900
2010-12-30,115.529999,115.709999,115.260002,115.449997,91.206657,6599100
2010-12-31,115.320000,115.730003,115.040001,115.629997,91.348846,3725200
2011-01-03,116.410004,116.860001,116.360001,116.410004,91.965080,9108900
2011-01-04,116.709999,116.730003,116.110001,116.639999,92.146759,9775600
2011-01-05,116.459999,117.190002,116.300003,117.040001,92.462738,7567800
2011-01-06,117.139999,117.190002,116.500000,116.779999,92.257347,7161600
2011-01-07,116.910004,117.099998,115.820000,116.570000,92.091431,9249800
2011-01-10,116.160004,116.339996,115.559998,116.199997,91.799126,6166700
2011-01-11,116.629997,116.860001,116.169998,116.550003,92.075661,5122600
2011-01-12,117.150002,117.650002,117.010002,117.400002,92.747162,5255800
2011-01-13,117.370003,117.379997,116.820000,117.199997,92.589157,6056800
2011-01-14,116.879997,117.769997,116.809998,117.690002,92.976273,5885800
2011-01-18,117.760002,118.430000,117.739998,118.230003,93.402878,4665700
2011-01-19,118.349998,118.489998,117.860001,118.160004,93.347557,9080300
2011-01-20,117.839996,118.339996,117.330002,118.120003,93.315971,10935600
2011-01-21,118.709999,118.800003,117.970001,118.459999,93.698792,9663000
2011-01-24,118.360001,119.580002,118.339996,119.559998,94.568909,12299400
2011-01-25,119.300003,119.589996,118.709999,119.489998,94.513519,10474000
2011-01-26,119.550003,119.940002,119.339996,119.610001,94.608406,9154100
2011-01-27,119.620003,119.930000,119.449997,119.639999,94.632179,7393200
2011-01-28,119.660004,119.860001,117.760002,118.019997,93.350761,17156100
2011-01-31,118.250000,118.650002,117.879997,118.599998,93.809563,8965000
2011-02-01,119.160004,120.230003,119.080002,120.089996,94.988083,7626900
2011-02-02,119.889999,120.320000,119.889999,120.099998,94.996025,4231200
2011-02-03,120.029999,120.570000,119.559998,120.370003,95.209572,6338100
2011-02-04,120.370003,120.690002,120.019997,120.690002,95.462692,5191300
2011-02-07,120.879997,121.650002,120.849998,121.349998,95.984688,7317100
2011-02-08,121.449997,122.220001,121.330002,122.139999,96.609589,6032000
2011-02-09,122.110001,122.400002,121.750000,122.279999,96.720329,7682100
