Date,Open,High,Low,Close,Adj Close,Volume
2014-09-17,4553.959961,4582.399902,4539.359863,4562.189941,4562.189941,1796710000
2014-09-18,4575.740234,4593.97998,4572.620117,4593.430176,4593.430176,1774840000
2014-09-19,4606.129883,4610.569824,4563.439941,4579.790039,4579.790039,3178490000
2014-09-22,4568.450195,4568.870117,4513.120117,4527.689941,4527.689941,1881520000
2014-09-23,4511.319824,4536.029785,4508.419922,4508.689941,4508.689941,1847730000
2014-09-24,4514.919922,4557.27002,4500.129883,4555.220215,4555.220215,1765260000
2014-09-25,4540.819824,4546.930176,4466.640137,4466.75,4466.75,1939610000
2014-09-26,4476.47998,4515.75,4475.47998,4512.189941,4512.189941,1637480000
2014-09-29,4465.839844,4515.240234,4464.439941,4505.850098,4505.850098,1737750000
2014-09-30,4512.640137,4522.060059,4483.910156,4493.390137,4493.390137,2200380000
2014-10-01,4486.649902,4486.790039,4409.299805,4422.089844,4422.089844,2312630000
2014-10-02,4421.25,4441.950195,4367.740234,4430.200195,4430.200195,2165500000
2014-10-03,4456.810059,4488.069824,4445.720215,4475.620117,4475.620117,1777640000
2014-10-06,4492.399902,4496.259766,4444.100098,4454.799805,4454.799805,1828240000
2014-10-07,4433.910156,4441.759766,4385.149902,4385.200195,4385.200195,2111360000
2014-10-08,4385.700195,4473.72998,4355.339844,4468.589844,4468.589844,2451630000
2014-10-09,4458.290039,4464.129883,4377.279785,4378.339844,4378.339844,2264220000
2014-10-10,4354.629883,4380.509766,4276.240234,4276.240234,4276.240234,2765750000
2014-10-13,4274.910156,4303.819824,4212.870117,4213.660156,4213.660156,2467830000
2014-10-14,4246.22998,4281.339844,4212.819824,4227.169922,4227.169922,2496120000
2014-10-15,4154.100098,4231.540039,4116.600098,4215.319824,4215.319824,3058740000
2014-10-16,4133.25,4246.009766,4131.649902,4217.390137,4217.390137,2591940000
2014-10-17,4275.089844,4296.109863,4241.669922,4258.439941,4258.439941,2260070000
2014-10-20,4254.160156,4316.870117,4248.220215,4316.069824,4316.069824,1717370000
2014-10-21,4359.169922,4419.47998,4356.100098,4419.47998,4419.47998,1997580000
2014-10-22,4429.160156,4435.859863,4381.279785,4382.850098,4382.850098,1967020000
2014-10-23,4427.439941,4475.549805,4421.560059,4452.790039,4452.790039,1952380000
2014-10-24,4459.459961,4486.259766,4445.850098,4483.720215,4483.720215,1754300000
2014-10-27,4469.02002,4489.600098,4450.290039,4485.930176,4485.930176,1585580000
2014-10-28,4505.72998,4564.290039,4505.109863,4564.290039,4564.290039,1966920000
2014-10-29,4551.370117,4564.439941,4517.02002,4549.22998,4549.22998,2184050000
2014-10-30,4532.100098,4575.5,4521.790039,4566.140137,4566.140137,2034960000
2014-10-31,4639.450195,4641.509766,4616.580078,4630.740234,4630.740234,2424360000
2014-11-03,4633.709961,4654.189941,4627.419922,4638.910156,4638.910156,2033000000
2014-11-04,4623.77002,4635.950195,4594.919922,4623.640137,4623.640137,1939320000
2014-11-05,4649.470215,4650.390137,4607.72998,4620.720215,4620.720215,2001870000
2014-11-06,4616.779785,4639.169922,4604.759766,4638.470215,4638.470215,1986820000
2014-11-07,4636.890137,4638.799805,4606.810059,4632.529785,4632.529785,1978830000
2014-11-10,4635.100098,4653.379883,4626.490234,4651.620117,4651.620117,1830010000
2014-11-11,4649.189941,4661.22998,4640.240234,4660.560059,4660.560059,1663690000
2014-11-12,4644.629883,4678.580078,4643.779785,4675.140137,4675.140137,1773060000
2014-11-13,4681.560059,4703.100098,4664.27002,4680.140137,4680.140137,1857580000
2014-11-14,4679.850098,4688.740234,4664.310059,4688.540039,4688.540039,1739950000
2014-11-17,4678.439941,4689.529785,4655.200195,4671,4671,1695070000
2014-11-18,4674.839844,4709.830078,4674.299805,4702.439941,4702.439941,1655760000
2014-11-19,4694.779785,4696.200195,4655.720215,4675.709961,4675.709961,1641560000
2014-11-20,4655.200195,4702.970215,4653.330078,4701.870117,4701.870117,1667330000
2014-11-21,4751.009766,4751.600098,4700.72998,4712.970215,4712.970215,1854340000
2014-11-24,4725.169922,4755.02002,4723.620117,4754.890137,4754.890137,1568130000
2014-11-25,4762.390137,4774.52002,4749.919922,4758.25,4758.25,1720140000
2014-11-26,4760.22998,4788,4757.47998,4787.319824,4787.319824,1362930000
2014-11-28,4797.100098,4810.859863,4786.720215,4791.629883,4791.629883,998600000
2014-12-01,4777.72998,4782.069824,4724.620117,4727.350098,4727.350098,1893600000
2014-12-02,4732.970215,4761.629883,4729.759766,4755.810059,4755.810059,1839170000
2014-12-03,4761.310059,4781.370117,4745.140137,4774.470215,4774.470215,1734510000
2014-12-04,4772,4785.410156,4753.709961,4769.439941,4769.439941,1724090000
2014-12-05,4776.580078,4788.97998,4769.640137,4780.759766,4780.759766,1767100000
2014-12-08,4769.759766,4793.240234,4722.910156,4740.689941,4740.689941,1966770000
2014-12-09,4685.200195,4768.410156,4674.379883,4766.470215,4766.470215,1950330000
2014-12-10,4754.419922,4766.640137,4679.25,4684.02002,4684.02002,1850810000
2014-12-11,4704.649902,4759.879883,4699.430176,4708.160156,4708.160156,1873050000
2014-12-12,4665.350098,4707.919922,4653.600098,4653.600098,4653.600098,1888870000
2014-12-15,4679.669922,4690.580078,4592.430176,4605.160156,4605.160156,2143610000
2014-12-16,4572.790039,4645.189941,4547.310059,4547.830078,4547.830078,2231670000
2014-12-17,4556.899902,4651.899902,4550.700195,4644.310059,4644.310059,2279930000
2014-12-18,4712.390137,4748.399902,4697.089844,4748.399902,4748.399902,2172260000
2014-12-19,4752.600098,4782.129883,4738.290039,4765.379883,4765.379883,3287920000
2014-12-22,4759.040039,4781.930176,4757.799805,4781.419922,4781.419922,1720070000
2014-12-23,4798.029785,4798.060059,4761.390137,4765.419922,4765.419922,1590820000
2014-12-24,4770.120117,4787.569824,4768.669922,4773.470215,4773.470215,729750000
2014-12-26,4788.060059,4814.950195,4787.850098,4806.859863,4806.859863,930220000
2014-12-29,4801.259766,4813.720215,4798.899902,4806.910156,4806.910156,1227740000
2014-12-30,4793.609863,4803.890137,4772.879883,4777.439941,4777.439941,1269200000
2014-12-31,4790.529785,4806.430176,4734.109863,4736.049805,4736.049805,1515600000
2015-01-02,4760.240234,4777.009766,4698.109863,4726.810059,4726.810059,1435150000
2015-01-05,4700.339844,4702.77002,4641.459961,4652.569824,4652.569824,1794470000
2015-01-06,4666.850098,4667.330078,4567.589844,4592.740234,4592.740234,2167320000
2015-01-07,4626.839844,4652.720215,4613.899902,4650.470215,4650.470215,1957950000
2015-01-08,4689.540039,4741.379883,4688.02002,4736.189941,4736.189941,2105450000
2015-01-09,4744.470215,4744.709961,4681.240234,4704.069824,4704.069824,1715830000
2015-01-12,4714.069824,4715.810059,4650.649902,4664.709961,4664.709961,1861960000
2015-01-13,4708.740234,4751.339844,4624.279785,4661.5,4661.5,2162180000
2015-01-14,4610.759766,4655.370117,4595.97998,4639.319824,4639.319824,2073810000
2015-01-15,4657.459961,4663.959961,4567.390137,4570.819824,4570.819824,1976260000
2015-01-16,4566.379883,4635.819824,4563.109863,4634.379883,4634.379883,1970520000
2015-01-20,4655.839844,4665.649902,4601.100098,4654.850098,4654.850098,1835040000
2015-01-21,4641.950195,4692.459961,4629.589844,4667.419922,4667.419922,1847420000
2015-01-22,4690.930176,4752.600098,4644.569824,4750.399902,4750.399902,1996550000
2015-01-23,4748.189941,4771.180176,4737.950195,4757.879883,4757.879883,1653830000
2015-01-26,4752.359863,4774.180176,4734.200195,4771.759766,4771.759766,1717510000
2015-01-27,4698.22998,4721.870117,4659.830078,4681.5,4681.5,1954160000
2015-01-28,4740.689941,4742.060059,4637.47998,4637.990234,4637.990234,2118680000
2015-01-29,4635.72998,4688.410156,4601.759766,4683.410156,4683.410156,2110710000
2015-01-30,4671.209961,4703.810059,4631.100098,4635.240234,4635.240234,2264230000
2015-02-02,4650.600098,4676.689941,4580.459961,4676.689941,4676.689941,2006450000
2015-02-03,4693.25,4727.740234,4670.819824,4727.740234,4727.740234,2153520000
2015-02-04,4699.810059,4744.330078,4697.790039,4716.700195,4716.700195,2212960000
2015-02-05,4729.649902,4767.379883,4722.799805,4765.100098,4765.100098,2036590000
2015-02-06,4768.839844,4787.180176,4731.220215,4744.399902,4744.399902,2034060000
2015-02-09,4723.72998,4749.470215,4719.609863,4726.009766,4726.009766,1654680000
2015-02-10,4754.629883,4793.27002,4737.120117,4787.640137,4787.640137,1773730000
2015-02-11,4788.370117,4810.359863,4780.129883,4801.180176,4801.180176,1793630000
2015-02-12,4828.080078,4857.609863,4823.569824,4857.609863,4857.609863,2075470000
2015-02-13,4869.72998,4893.839844,4860.120117,4893.839844,4893.839844,1942240000
2015-02-17,4889.990234,4901.890137,4880.640137,4899.27002,4899.27002,1751490000
2015-02-18,4890.839844,4907.5,4885.600098,4906.359863,4906.359863,1684800000
2015-02-19,4901.509766,4929.529785,4900.629883,4924.700195,4924.700195,1592890000
2015-02-20,4919.779785,4957.02002,4905.589844,4955.970215,4955.970215,1761140000
2015-02-23,4953.100098,4960.970215,4939.560059,4960.970215,4960.970215,1754850000
2015-02-24,4956.209961,4971.180176,4945.140137,4968.120117,4968.120117,1834890000
2015-02-25,4960.359863,4984.240234,4956,4967.140137,4967.140137,1848560000
2015-02-26,4969.27002,4989.109863,4955.509766,4987.890137,4987.890137,1905550000
2015-02-27,4985.029785,4989.25,4960.870117,4963.529785,4963.529785,1955590000
2015-03-02,4973.430176,5008.569824,4972.009766,5008.100098,5008.100098,1931110000
2015-03-03,4990.700195,4996.660156,4956.069824,4979.899902,4979.899902,2018900000
2015-03-04,4961.240234,4973.319824,4938.899902,4967.140137,4967.140137,1824830000
2015-03-05,4979.950195,4993.52002,4963.100098,4982.810059,4982.810059,1724200000
2015-03-06,4967.240234,4982.930176,4918.629883,4927.370117,4927.370117,1918220000
2015-03-09,4936.080078,4950.470215,4920.819824,4942.439941,4942.439941,1696510000
2015-03-10,4899.509766,4903.439941,4859.790039,4859.790039,4859.790039,1876010000
2015-03-11,4866.939941,4876.089844,4846.790039,4849.939941,4849.939941,1846020000
2015-03-12,4853.97998,4895.799805,4853.200195,4893.290039,4893.290039,1855110000
2015-03-13,4885.540039,4904.470215,4842.799805,4871.759766,4871.759766,1851410000
2015-03-16,4897.27002,4929.939941,4889.089844,4929.509766,4929.509766,1713480000
2015-03-17,4912.649902,4944.910156,4907.02002,4937.430176,4937.430176,1724370000
2015-03-18,4926.830078,5001.569824,4907.720215,4982.830078,4982.830078,1983570000
2015-03-19,4982.02002,5000.02002,4979.939941,4992.379883,4992.379883,1674970000
2015-03-20,5033.470215,5042.140137,5020.069824,5026.419922,5026.419922,2825670000
2015-03-23,5020.600098,5031.390137,5010.970215,5010.970215,5010.970215,1608880000
2015-03-24,5010.100098,5032.47998,4994.560059,4994.72998,4994.72998,1611670000
2015-03-25,5002.830078,5006.759766,4876.52002,4876.52002,4876.52002,2219520000
2015-03-26,4835.709961,4889.209961,4825.930176,4863.359863,4863.359863,2004960000
2015-03-27,4863.740234,4899.259766,4859.660156,4891.220215,4891.220215,1678650000
2015-03-30,4921.779785,4948.459961,4921.120117,4947.439941,4947.439941,1778520000
2015-03-31,4925.910156,4940.870117,4899.310059,4900.879883,4900.879883,1837660000
2015-04-01,4894.359863,4899.379883,4844.390137,4880.22998,4880.22998,1874960000
2015-04-02,4885.410156,4901.330078,4872.959961,4886.939941,4886.939941,1563670000
2015-04-06,4855.939941,4929.620117,4852.910156,4917.319824,4917.319824,1737560000
2015-04-07,4917.5,4948.879883,4909.77002,4910.22998,4910.22998,1572940000
2015-04-08,4914.149902,4956.720215,4914.149902,4950.819824,4950.819824,1714210000
2015-04-09,4950.839844,4975.930176,4928.109863,4974.560059,4974.560059,1729750000
2015-04-10,4977.029785,4996.080078,4970.02002,4995.97998,4995.97998,1494240000
2015-04-13,5001.549805,5024.25,4985.959961,4988.25,4988.25,1544190000
2015-04-14,4988.819824,4996.819824,4952.009766,4977.290039,4977.290039,1571360000
2015-04-15,4992.620117,5021.189941,4989.240234,5011.02002,5011.02002,1795530000
2015-04-16,4999.359863,5016,4996,5007.790039,5007.790039,1662850000
2015-04-17,4966.109863,4974.089844,4912.330078,4931.810059,4931.810059,1985190000
2015-04-20,4958.069824,5000.200195,4952.680176,4994.600098,4994.600098,1646340000
2015-04-21,5023.959961,5028.220215,5009.509766,5014.100098,5014.100098,1721260000
2015-04-22,5026.569824,5040.649902,4992.620117,5035.169922,5035.169922,1696380000
2015-04-23,5020.220215,5073.089844,5019.290039,5056.060059,5056.060059,1858620000
2015-04-24,5096.339844,5100.370117,5081.209961,5092.080078,5092.080078,1895150000
2015-04-27,5104.359863,5119.830078,5053.540039,5060.25,5060.25,2172470000
2015-04-28,5063.259766,5075.299805,5006.279785,5055.419922,5055.419922,2032500000
2015-04-29,5028.450195,5053.839844,4999.830078,5023.640137,5023.640137,1871300000
2015-04-30,4996.990234,5015.959961,4921.549805,4941.419922,4941.419922,2269290000
2015-05-01,4966.319824,5005.390137,4962.740234,5005.390137,5005.390137,1854400000
2015-05-04,5018.350098,5043.620117,5013.02002,5016.930176,5016.930176,1668200000
2015-05-05,5000.200195,5008.27002,4934.339844,4939.330078,4939.330078,2069490000
2015-05-06,4956.700195,4965.100098,4888.169922,4919.640137,4919.640137,2144620000
2015-05-07,4917.75,4957.120117,4914.529785,4945.540039,4945.540039,2042960000
2015-05-08,4991.629883,5014.330078,4989.259766,5003.549805,5003.549805,1978760000
2015-05-11,5003.259766,5017.379883,4992.02002,4993.569824,4993.569824,1731390000
2015-05-12,4966.439941,4995.5,4931.600098,4976.189941,4976.189941,1705870000
2015-05-13,4991.419922,5012.970215,4977.490234,4981.689941,4981.689941,1672260000
2015-05-14,5016.680176,5051.720215,4999.649902,5050.799805,5050.799805,1741970000
2015-05-15,5059.149902,5062.649902,5034.839844,5048.290039,5048.290039,1667260000
2015-05-18,5040.919922,5084.5,5037.540039,5078.439941,5078.439941,1643870000
2015-05-19,5080.439941,5087.350098,5062.799805,5070.029785,5070.029785,1750980000
2015-05-20,5072.439941,5097.52002,5050.209961,5071.740234,5071.740234,1786830000
2015-05-21,5065.939941,5098.22998,5062.509766,5090.790039,5090.790039,1683670000
2015-05-22,5085.390137,5103.839844,5085.189941,5089.359863,5089.359863,1544920000
2015-05-26,5076.910156,5081.169922,5016.740234,5032.75,5032.75,1731950000
2015-05-27,5047.859863,5111.540039,5039.370117,5106.589844,5106.589844,1809550000
2015-05-28,5096.339844,5106.649902,5080.25,5097.97998,5097.97998,1741420000
2015-05-29,5093.100098,5099.399902,5057.589844,5070.029785,5070.029785,2024170000
2015-06-01,5094.939941,5099.009766,5045.669922,5082.930176,5082.930176,1902120000
2015-06-02,5063.470215,5100.02002,5047.350098,5076.52002,5076.52002,1729750000
2015-06-03,5098.47998,5114.600098,5084.990234,5099.22998,5099.22998,1852680000
2015-06-04,5078.220215,5101.109863,5046.290039,5059.120117,5059.120117,1813960000
2015-06-05,5057.040039,5074.97998,5025.52002,5068.459961,5068.459961,1842890000
2015-06-08,5066.649902,5069,5014.060059,5021.629883,5021.629883,1712210000
2015-06-09,5013.129883,5027.02002,4974.620117,5013.870117,5013.870117,1754340000
2015-06-10,5029.410156,5086.660156,5024.169922,5076.689941,5076.689941,1792980000
2015-06-11,5088.259766,5101.390137,5075.049805,5082.509766,5082.509766,1623950000
2015-06-12,5060.240234,5067.959961,5043.240234,5051.100098,5051.100098,1428900000
2015-06-15,5011.790039,5035.370117,4985.939941,5029.970215,5029.970215,1790280000
2015-06-16,5023.580078,5063.060059,5022.560059,5055.549805,5055.549805,1654820000
2015-06-17,5067.680176,5080.109863,5042.25,5064.879883,5064.879883,1712820000
2015-06-18,5082.060059,5143.319824,5082.029785,5132.950195,5132.950195,1877920000
2015-06-19,5139.77002,5140.169922,5113.939941,5117,5117,2468310000
2015-06-22,5147.870117,5162.129883,5142.779785,5153.970215,5153.970215,1619970000
2015-06-23,5161.680176,5163.410156,5139.330078,5160.089844,5160.089844,1613540000
2015-06-24,5151.379883,5164.359863,5121.640137,5122.410156,5122.410156,1628800000
2015-06-25,5139.47998,5141.709961,5102.160156,5112.189941,5112.189941,1614760000
2015-06-26,5113.259766,5121.470215,5060.819824,5080.509766,5080.509766,3843810000
2015-06-29,5021.209961,5051.009766,4956.22998,4958.470215,4958.470215,2025580000
2015-06-30,5000.149902,5008.759766,4968.259766,4986.870117,4986.870117,2034430000
2015-07-01,5029.049805,5038.549805,4994.459961,5013.120117,5013.120117,1814560000
2015-07-02,5024.299805,5027.470215,4990.740234,5009.209961,5009.209961,1490810000
2015-07-06,4963.799805,5020.709961,4960.930176,4991.939941,4991.939941,1741500000
2015-07-07,4993.759766,5001.990234,4902.209961,4997.459961,4997.459961,2132080000
2015-07-08,4953.97998,4965.450195,4901.509766,4909.759766,4909.759766,1931520000
2015-07-09,4976.149902,4982.189941,4920.399902,4922.399902,4922.399902,1861600000
2015-07-10,4981.240234,5008.049805,4966.509766,4997.700195,4997.700195,1590230000
2015-07-13,5037.27002,5074.810059,5036.680176,5071.509766,5071.509766,1694140000
2015-07-14,5077.120117,5116.52002,5075.120117,5104.890137,5104.890137,1682660000
2015-07-15,5111.109863,5125.319824,5088.120117,5098.939941,5098.939941,1691350000
2015-07-16,5138.180176,5163.180176,5128.560059,5163.180176,5163.180176,1823530000
2015-07-17,5196.109863,5210.160156,5183.22998,5210.140137,5210.140137,1854450000
2015-07-20,5223.180176,5231.939941,5201.490234,5218.859863,5218.859863,1814180000
